date,open,high,low,close,volume
2026-04-28,76879.28,77013.63,76741.12,76858.59,1043.07562
2026-04-28,76858.59,76863.54,76495.91,76598.0,361.69239
2026-04-28,76597.99,76692.19,76484.7,76618.35,418.24563
2026-04-28,76618.35,76649.86,76130.1,76229.0,1019.71842
2026-04-28,76228.99,76421.94,76168.84,76372.05,652.01316
2026-04-28,76372.04,76411.72,75924.98,76189.84,1288.525
2026-04-28,76189.85,76199.99,75666.6,75949.99,1264.2758
2026-04-28,75950.0,76085.42,75836.88,76066.38,571.95819
2026-04-28,76066.37,76218.06,75881.28,76125.04,447.54534
2026-04-28,76125.04,76262.63,75959.05,76187.3,337.12149
2026-04-28,76187.3,76280.91,76137.86,76242.18,337.48355
2026-04-28,76242.17,76380.83,76066.35,76330.97,259.65416
2026-04-28,76330.97,76480.0,76323.71,76463.95,259.71578
2026-04-28,76463.95,76481.3,76267.61,76357.15,281.17357
2026-04-28,76357.15,76446.26,76218.0,76242.17,157.60986
2026-04-28,76242.17,76370.0,76197.02,76342.77,179.93985
2026-04-29,76342.78,76557.97,76276.0,76512.0,636.88517
2026-04-29,76511.99,76668.02,76187.75,76571.0,371.48818
2026-04-29,76571.0,76666.82,76402.72,76531.29,315.29662
2026-04-29,76531.29,77127.62,76519.94,76994.78,568.25927
2026-04-29,76994.77,77455.71,76880.0,77269.76,655.24397
2026-04-29,77269.76,77329.31,77198.07,77288.38,412.95649
2026-04-29,77288.39,77337.57,76907.07,77031.06,974.38933
2026-04-29,77031.07,77182.91,77031.06,77053.64,931.98531
2026-04-29,77053.65,77148.79,76972.32,77046.32,539.09721
2026-04-29,77046.31,77800.0,76972.32,77642.0,835.54071
2026-04-29,77642.0,77904.93,77559.19,77619.61,790.81622
2026-04-29,77619.62,77694.61,77485.81,77590.03,531.7514
2026-04-29,77590.04,77596.39,76850.0,77143.68,1776.35149
2026-04-29,77143.68,77240.0,76425.62,76783.43,1000.6949
2026-04-29,76783.42,76927.69,76489.99,76570.0,1353.72071
2026-04-29,76570.0,76634.61,75705.32,75924.25,1132.75734
2026-04-29,75924.24,76125.47,75696.13,75803.54,1021.10079
2026-04-29,75803.55,76184.01,75803.55,76184.01,549.93434
2026-04-29,76184.0,76274.8,74937.52,75513.91,1926.88309
2026-04-29,75513.92,75591.83,75302.31,75563.86,464.5754
2026-04-29,75563.87,75857.32,75497.43,75676.79,575.31173
2026-04-29,75676.79,76088.9,75607.7,75933.93,363.06477
2026-04-29,75933.94,76004.14,75818.14,75927.38,272.33397
2026-04-29,75927.38,75990.06,75692.33,75780.0,279.49181
2026-04-30,75780.0,76344.61,75656.03,76248.74,562.71461
2026-04-30,76248.76,76473.26,76178.73,76232.8,331.53653
2026-04-30,76232.81,76351.04,75494.7,75704.74,537.06765
2026-04-30,75704.74,75994.26,75659.85,75928.1,182.12647
2026-04-30,75928.09,75963.92,75414.57,75497.0,426.96926
2026-04-30,75497.01,75750.0,75323.65,75600.09,491.70915
2026-04-30,75600.09,75867.9,75569.99,75753.53,372.15072
2026-04-30,75753.54,76179.91,75718.5,76161.67,516.75183
2026-04-30,76161.67,76208.92,76019.57,76058.17,350.94571
2026-04-30,76058.17,76339.38,76012.6,76097.19,445.01057
2026-04-30,76097.19,76163.52,75974.93,76028.66,365.18719
2026-04-30,76028.66,76244.36,75876.29,76059.43,550.88667
2026-04-30,76059.42,76511.22,76042.75,76308.48,1520.57994
2026-04-30,76308.48,76669.14,76116.2,76420.44,927.16622
2026-04-30,76420.45,76597.51,76093.81,76301.24,683.75312
2026-04-30,76301.25,76653.6,76163.16,76473.6,374.70038
2026-04-30,76473.6,76484.6,76228.27,76261.03,165.45041
2026-04-30,76261.04,76328.71,76111.0,76250.01,273.82279
2026-04-30,76250.0,76468.84,76204.4,76350.0,184.15567
2026-04-30,76350.0,76514.8,76308.33,76412.8,307.53776
2026-04-30,76412.8,76568.9,76318.31,76492.46,287.06721
2026-04-30,76492.45,76535.42,76240.78,76241.78,183.08169
2026-04-30,76241.77,76449.16,76206.02,76237.06,158.56535
2026-04-30,76237.07,76380.2,76217.96,76346.57,182.87917
2026-05-01,76346.58,76591.0,76320.42,76458.05,502.88844
2026-05-01,76458.06,76776.21,76449.5,76686.13,486.84554
2026-05-01,76686.12,76744.6,76533.74,76592.54,204.45438
2026-05-01,76592.54,77453.74,76555.06,77131.08,1056.19913
2026-05-01,77131.08,77206.38,76653.6,77042.44,995.75921
2026-05-01,77042.44,77184.96,77033.91,77165.98,283.75111
2026-05-01,77165.99,77179.53,76882.0,76993.48,439.15205
2026-05-01,76993.49,77140.36,76957.04,77130.54,633.7325
2026-05-01,77130.54,77500.0,77048.0,77377.47,697.73561
2026-05-01,77377.48,77391.99,77200.15,77268.55,355.16559
2026-05-01,77268.56,77433.72,77146.48,77304.34,330.99244
2026-05-01,77303.8,77600.0,77263.66,77463.98,584.3796
2026-05-01,77463.98,78170.2,77408.73,77896.01,1392.97654
2026-05-01,77896.01,78914.12,77896.0,78737.25,2354.33999
2026-05-01,78737.26,78871.8,78051.86,78358.75,1970.70152
2026-05-01,78358.74,78735.92,78176.06,78445.89,1013.17746
2026-05-01,78445.88,78683.23,78167.53,78214.36,704.68666
2026-05-01,78214.36,78584.61,78131.02,78552.94,489.31938
2026-05-01,78552.93,78623.37,78375.53,78423.9,487.76487
2026-05-01,78423.91,78540.0,78313.16,78360.0,512.65483
2026-05-01,78360.01,78422.81,77752.0,77880.18,827.52759
2026-05-01,77880.18,78200.0,77857.97,78199.99,485.72824
2026-05-01,78200.0,78411.13,78144.7,78153.38,331.97786
2026-05-01,78153.37,78249.6,78043.28,78231.13,173.55448
2026-05-02,78231.13,78393.39,78166.48,78341.75,211.29374
2026-05-02,78341.75,78441.31,78294.19,78355.0,400.98852
2026-05-02,78355.0,78513.7,78260.95,78353.93,283.69022
2026-05-02,78353.93,78514.82,78237.25,78400.0,300.16391
2026-05-02,78399.99,78448.99,78123.53,78175.5,411.85061
2026-05-02,78175.5,78235.25,78040.0,78174.0,526.60294
2026-05-02,78174.0,78363.21,78148.24,78327.8,366.5645
2026-05-02,78327.8,78342.18,78207.2,78220.0,170.02066
2026-05-02,78220.0,78356.51,78165.3,78315.37,204.83037
2026-05-02,78315.36,78394.0,78220.0,78293.57,257.64077
2026-05-02,78293.57,78311.97,78225.22,78249.3,136.41815
2026-05-02,78249.31,78249.31,78094.43,78143.08,269.24301
2026-05-02,78143.09,78262.37,78108.41,78211.24,182.77682
2026-05-02,78211.24,78423.85,78211.24,78367.06,227.00487
2026-05-02,78367.06,78484.42,78309.84,78423.98,190.15931
2026-05-02,78423.98,78487.68,78365.96,78487.67,126.14054
2026-05-02,78487.67,78596.61,78430.07,78455.02,194.42514
2026-05-02,78455.02,78485.53,78368.24,78398.02,213.39843
2026-05-02,78398.03,78493.31,78310.54,78466.62,118.15969
2026-05-02,78466.63,78521.68,78440.11,78486.0,182.05466
2026-05-02,78486.23,78491.26,78418.32,78451.38,61.92886
2026-05-02,78451.37,79199.48,78439.51,78719.78,734.53837
2026-05-02,78719.78,78872.39,78610.46,78832.98,266.49012
2026-05-02,78832.98,78832.98,78631.9,78686.85,114.49221
2026-05-03,78686.84,78754.55,78490.61,78542.32,233.96416
2026-05-03,78542.33,78542.33,78152.25,78240.83,391.01401
2026-05-03,78240.84,78309.09,78108.75,78171.85,222.42918
2026-05-03,78171.86,78217.59,78109.94,78203.08,200.3559
2026-05-03,78203.07,78236.45,78120.0,78163.19,89.71363
2026-05-03,78163.19,78260.75,78163.17,78249.42,98.09285
2026-05-03,78249.41,78337.26,78084.08,78288.3,306.94233
2026-05-03,78288.3,78483.67,78288.29,78363.25,299.42086
2026-05-03,78363.24,78505.92,78363.24,78387.86,102.01693
2026-05-03,78387.87,78604.67,78354.53,78529.57,293.1321
2026-05-03,78529.57,78534.4,78406.97,78408.01,140.79481
2026-05-03,78408.01,78849.22,78380.0,78656.01,412.8313
2026-05-03,78656.01,78878.77,78656.0,78747.09,294.28187
2026-05-03,78747.09,78769.63,78586.99,78670.01,196.40341
2026-05-03,78670.01,78786.57,78608.7,78741.0,409.96615
2026-05-03,78741.0,78815.19,78633.4,78668.36,237.20487
2026-05-03,78668.36,78784.56,78600.0,78654.0,167.53902
2026-05-03,78654.01,78822.83,78558.65,78725.76,357.9255
2026-05-03,78725.76,78763.57,78631.61,78739.67,138.18974
2026-05-03,78739.68,78853.32,78676.67,78760.32,252.60944
2026-05-03,78760.32,79268.0,78732.04,78915.99,645.7979
2026-05-03,78915.99,79056.59,78650.0,78831.59,357.48617
2026-05-03,78831.6,79447.0,78831.6,79177.29,934.95879
2026-05-03,79177.29,79287.82,78484.42,78568.57,642.72198
2026-05-04,78568.58,78572.57,78288.88,78547.14,434.86007
2026-05-04,78547.15,79848.84,78412.49,79769.43,1366.42153
2026-05-04,79769.43,80420.9,79540.05,80173.3,2278.14954
2026-05-04,80173.3,80458.0,79926.9,80316.31,1012.18218
2026-05-04,80316.3,80635.51,80233.04,80332.06,1362.02834
2026-05-04,80332.06,80395.96,79956.25,80027.26,746.81318
2026-05-04,80027.26,80048.64,79500.0,79877.9,1103.73906
2026-05-04,79877.91,79946.33,79672.0,79696.75,419.83178
2026-05-04,79696.75,79800.0,79602.32,79708.3,435.36516
2026-05-04,79708.3,79930.0,79647.87,79838.48,473.40316
2026-05-04,79838.49,79880.0,78202.0,78940.26,4380.72428
2026-05-04,78940.27,79124.83,78708.87,78793.67,699.54546
2026-05-04,78793.67,79020.0,78718.55,78857.18,426.01688
2026-05-04,78857.18,79124.83,78581.74,78790.0,725.07004
2026-05-04,78790.01,80545.17,78500.0,80216.16,2308.42012
2026-05-04,80216.15,80367.93,79320.28,80028.85,2458.63305
2026-05-04,80028.85,80395.68,79619.33,80025.03,1492.78417
2026-05-04,80025.03,80776.99,80021.5,80390.81,1080.11249
2026-05-04,80390.8,80439.18,80035.32,80114.91,663.99913
2026-05-04,80114.91,80138.0,79900.0,80053.31,505.59924
2026-05-04,80053.31,80154.12,79901.0,79936.7,459.51864
2026-05-04,79936.7,80383.15,79936.7,80259.17,343.30642
2026-05-04,80259.18,80397.19,80042.84,80067.23,272.35375
2026-05-04,80067.22,80067.22,79744.91,79861.01,594.08368
2026-05-05,79861.01,80183.33,79808.72,80170.66,425.73287
2026-05-05,80170.66,80385.06,80080.76,80352.0,530.02962
