timestamp,open,high,low,close,volume
2026-04-07,2106.14,2273.0,2058.01,2239.14,6881146.135
2026-04-08,2239.14,2269.65,2177.77,2188.87,5066512.92
2026-04-09,2188.87,2246.15,2156.0,2188.92,4465511.357
2026-04-10,2188.92,2257.55,2173.81,2243.9,3764306.478
2026-04-11,2243.91,2329.99,2227.03,2283.85,2875158.106
2026-04-12,2283.86,2288.12,2173.0,2190.62,3705143.314
2026-04-13,2190.61,2395.85,2174.48,2368.8,5800599.866
2026-04-14,2368.8,2416.4,2301.6,2321.17,5431617.691
2026-04-15,2321.16,2384.67,2306.8,2358.87,3655704.371
2026-04-16,2358.86,2368.45,2282.7,2346.92,4527435.337
2026-04-17,2346.93,2463.86,2314.08,2417.66,5677626.227
2026-04-18,2417.65,2426.62,2337.0,2348.99,3014437.049
2026-04-19,2348.99,2353.99,2250.91,2262.2,3734471.899
2026-04-20,2262.21,2346.84,2258.3,2312.59,4445143.207
2026-04-21,2312.59,2337.99,2280.82,2326.13,3918990.46
2026-04-22,2326.12,2423.0,2311.41,2373.04,4859473.668
2026-04-23,2373.05,2381.85,2283.31,2328.94,4777287.616
2026-04-24,2328.94,2336.46,2298.44,2313.88,2903586.931
2026-04-25,2313.87,2322.22,2298.98,2318.21,1004359.218
2026-04-26,2318.21,2379.99,2305.07,2368.32,2383954.122
2026-04-27,2368.32,2403.99,2263.88,2302.28,4476437.779
2026-04-28,2302.28,2309.73,2256.03,2288.37,2716170.942
2026-04-29,2288.36,2346.48,2218.83,2251.52,5309541.884
2026-04-30,2251.53,2277.92,2230.1,2256.49,2590482.178
2026-05-01,2256.5,2324.64,2256.03,2294.34,3118171.392
2026-05-02,2294.34,2342.0,2291.41,2315.9,1178697.038
2026-05-03,2315.91,2356.75,2296.01,2321.67,2083961.664
2026-05-04,2321.67,2398.88,2308.1,2346.11,5800734.804
2026-05-05,2346.12,2398.88,2344.0,2359.47,3684222.157
2026-05-06,2359.47,2422.52,2335.17,2349.7,5330786.092
2026-05-07,2349.69,2351.29,2278.0,2289.91,4332681.982
2026-05-08,2289.92,2320.66,2263.43,2306.17,3261671.007
2026-05-09,2306.17,2337.79,2296.66,2325.22,1891169.407
2026-05-10,2325.23,2381.88,2310.01,2370.21,3347356.503
2026-05-11,2370.21,2373.91,2302.51,2338.61,3086413.725
2026-05-12,2338.62,2339.8,2255.15,2273.62,3420843.736
2026-05-13,2273.61,2322.68,2233.0,2257.54,3628737.695
2026-05-14,2257.53,2318.6,2237.05,2282.06,4182483.27
2026-05-15,2282.06,2299.36,2203.55,2223.66,4022665.004
2026-05-16,2223.65,2230.79,2160.5,2179.66,2383235.147
2026-05-17,2179.67,2197.63,2085.0,2129.88,2484872.269
2026-05-18,2129.88,2156.52,2074.26,2128.99,5104677.882
2026-05-19,2128.99,2146.99,2093.16,2111.0,3200971.162
2026-05-20,2110.99,2148.6,2101.79,2128.6,2822259.671
2026-05-21,2128.59,2157.0,2103.51,2132.78,3350094.53
2026-05-22,2132.78,2140.75,2056.05,2064.98,3354098.521
2026-05-23,2064.99,2149.86,2007.0,2116.82,4770162.117
2026-05-24,2116.82,2131.1,2061.26,2098.99,2596642.56
2026-05-25,2098.99,2141.6,2090.84,2111.64,2330198.394
2026-05-26,2111.64,2112.95,2109.0,2109.16,25620.764
