timestamp,open,high,low,close,volume
2026-05-18,77430.4,77757.5,76014.2,76963.2,178363.499
2026-05-19,76963.2,77384.6,76107.1,76799.9,99046.639
2026-05-20,76800.0,77825.8,76485.0,77510.3,107607.406
2026-05-21,77510.3,78180.0,76696.7,77586.2,117095.161
2026-05-22,77586.3,77862.7,75322.0,75513.1,116206.213
2026-05-23,75513.1,77427.0,74203.6,76715.2,153827.753
2026-05-24,76715.3,77600.0,76056.0,77030.3,91134.277
2026-05-25,77030.3,77887.9,76871.4,77281.5,76708.408
2026-05-26,77281.5,78077.1,75641.2,75905.5,164920.082
2026-05-27,75905.6,76083.9,75277.8,75896.5,31148.811
