timestamp,open,high,low,close,volume
2026-04-07,68817.9,72743.4,67711.0,71890.2,232828.247
2026-04-08,71890.2,72858.5,70671.6,71038.1,183378.492
2026-04-09,71038.2,73128.0,70428.0,71750.4,175806.457
2026-04-10,71750.4,73450.0,71382.1,72917.4,156569.666
2026-04-11,72917.4,73773.4,72451.9,73013.4,80169.67
2026-04-12,73013.4,73094.4,70458.2,70711.1,134822.989
2026-04-13,70711.2,74870.0,70517.3,74385.0,213029.519
2026-04-14,74384.9,76009.0,73766.8,74106.9,183261.49
2026-04-15,74106.9,75425.6,73449.0,74776.2,131029.771
2026-04-16,74776.3,75500.0,73256.8,75106.8,158397.725
2026-04-17,75106.8,78300.0,74480.0,77030.6,239395.915
2026-04-18,77030.6,77380.0,75395.9,75653.8,105894.391
2026-04-19,75653.8,76200.0,73700.2,73758.4,128978.211
2026-04-20,73758.4,76531.0,73669.0,75790.1,166149.667
2026-04-21,75790.1,76999.0,74777.9,76288.2,164760.987
2026-04-22,76288.3,79444.0,76078.6,78139.8,191087.096
2026-04-23,78139.7,78648.0,76504.6,78216.8,172485.012
2026-04-24,78217.4,78546.0,77206.8,77395.4,127783.005
2026-04-25,77395.3,77847.0,77100.0,77585.0,46592.486
2026-04-26,77585.0,78994.8,77280.0,78613.5,79943.305
2026-04-27,78614.4,79455.0,76400.0,77331.2,169100.883
2026-04-28,77331.2,77450.0,75635.6,76298.1,103918.877
2026-04-29,76298.2,77873.2,74868.0,75749.9,186533.503
2026-04-30,75749.9,76630.3,75273.5,76305.4,99754.46
2026-05-01,76305.4,78879.9,76265.4,78192.0,152998.306
2026-05-02,78191.9,79145.0,77979.3,78652.9,51441.108
2026-05-03,78652.8,79428.9,78027.0,78529.0,72033.621
2026-05-04,78529.0,80771.7,78128.3,79826.1,280916.582
2026-05-05,79826.1,81745.4,79761.2,80861.9,170921.528
2026-05-06,80861.9,82828.7,80651.2,81390.1,158200.508
2026-05-07,81390.0,81680.6,79461.5,79969.4,134727.652
2026-05-08,79969.5,80478.0,79137.4,80155.2,106762.913
2026-05-09,80155.2,81043.2,80080.0,80634.0,55957.334
2026-05-10,80634.0,82460.5,80225.1,82177.7,94950.803
2026-05-11,82177.7,82350.0,80394.0,81699.1,121990.421
2026-05-12,81699.1,81757.3,79801.0,80461.0,121313.956
2026-05-13,80461.0,81270.2,78713.8,79288.3,139700.645
2026-05-14,79288.2,81999.0,78869.4,81048.9,175883.625
2026-05-15,81048.8,81623.8,78610.0,79074.0,153823.505
2026-05-16,79074.0,79199.7,77601.8,78104.2,86150.451
2026-05-17,78104.3,78564.3,76666.0,77430.4,86217.669
2026-05-18,77430.4,77757.5,76014.2,76963.2,178363.499
2026-05-19,76963.2,77384.6,76107.1,76799.9,99046.639
2026-05-20,76800.0,77825.8,76485.0,77510.3,107607.406
2026-05-21,77510.3,78180.0,76696.7,77586.2,117095.161
2026-05-22,77586.3,77862.7,75322.0,75513.1,116206.213
2026-05-23,75513.1,77427.0,74203.6,76715.2,153827.753
2026-05-24,76715.3,77600.0,76056.0,77030.3,91134.277
2026-05-25,77030.3,77887.9,76871.4,77281.5,76708.408
2026-05-26,77281.5,77319.6,77158.3,77165.5,813.818
